เมื่อวันที่17ธ.ค.ปวดหัวมากตรวจatk2ขีดก็กินยาต้านไวรัสจนหมด40เม็ดหลังจากนั้นหกวันตรวจatkอีกครั้งขึ้นขีดเดียววันนี้25ธ.ค.66มีอาการปวดหัวไอตรวจatkขึ้นสองขีดหมายความว่าติดโควิดซ้ำภายในระยะเวลาสี่วันเป็นไปได้ไหมหรือเป็นซากเชื้อเก่าเพื่อนใครมีประสบการณ์บ้าง,-1
คือเราติดโควิดวันพฤหัส มีไข้ ปวดหัว ตัวร้อนหนาว วันนี้เราตรวจตอนเช้าไม่เป็นแต่ตรวจตอนเย็นขึ้นสองขีด อยากถามว่าเราสามารถกินยารักษาตามอาการได้ไหมคะโดนที่ไม่ต้องไปหาหมอ ถ้าได้แนะนำยาทีค่ะ,0
หลังจากหายจากโควิดแล้วปวดแขนมากยกแทบไม่ขึ้น เกี่ยวกับการเป็นโควิดมั่ยครับ,-1
เราติดโควิดรอบสองค่ะ รอบนี้ติดวันที่ 5 จมูกไม่ได้กลิ่นเลยค่ะ มีใครเคยเป็นแบบนี้บ้างคะ ขอบคุณค่ะ,-1
ติดโควิดเดี๋ยวนี้ไปหาหมอจุดไหนครับ ประกันสังคม รพ. ราชวิถี,1
การกลับมาระบาด โควิด 19 วันพุธที่ 6 ธันวาคม พ.ศ. 2566 การกลับมาระบาดของโควิด,1
คนก็ดูไม่ได้ใส่ใจอะไร ไปไหนก็แทบไม่ค่อยเห็นคนใส่แมสค์ ที่สำคัญงานที่เราทำโอกาสเสี่ยงคือมีทุกวัน ณ วันนี้วันที่ 4 ก็ยังสองขีดอยู่ ยังกักตัวอยู่ในห้อง เรารู้สึกเศร้ามาก เลยอยากรู้ว่าวิธีปฏิบัติตัวกับโควิดในยุคปัจจุบันนี้คือยังไง เราอยู่ร่วมกับมันได้แล้วหรือยัง,-1
เพื่อนๆล่ะ ยังใส่หน้ากากอนามัยบนรถไฟฟ้าไหมครับ ที่ใส่เพราะกลัวโควิด หรือเพราะอะไร ผมใส่นะ แต่ไม่ได้ใส่เพราะกลัวโควิด ใส่เพราะไม่อยากได้กลิ่นแอร์และผู้คน เครดิต ภาพจากอินเตอร์เนต,0
น่าลุ้นเมื่อเทียบกับโควิด,1
ฮ่องกง มาเก๊าราคาที่พัก อาหาร ค่าเดินทางก่อนโควิด ช่วงปี 2019 กับหลังโควิดปี 2023 ราคาเพิ่มขึ้นเยอะมั้ยครับ ขอบคุณครับ,0
"หุ้นKTBหรือธนาคารกรุงไทยปกราติราคาหุ้นก่อนมีโควิด19 ราคาหุ้นอยู่ที่ประมาณ20บาท/หุ้น หลังจากนั้นก็ราคาลงทำจุดต่ำสุดในรอบหลายปีที่ราคา 9 บาท/หุ้น แต่พอมีโควิดรัฐบาลมีการประกาศล็อคดาว์นและปิดประเทศรัฐบายก็มีโครงการแจกเงินคนล่ะ 5,000 บาท /เดือน 3 เดือน ผ่านแอ",1
เป็นโควิดครั้งแรกค่ะ ไปรพหมอจ่ายยา paxlovid กินเช้า3เม็ด เย็น3เม็ด มียาพาราให้ และน้ำยาบ้วนปากฆ่าเชื้อ ทั้งหมด3อย่าง ตอนนี้กินยามาได้สองวัน อาการที่คิดว่าเป็นผลข้างเคียงคือปากขมมากๆ ตอนท้องเคยคิดว่าปากขมน้ำลายขมแล้ว อันนี้มันขมยิ่งกว่า ขมจนอยากจะเอาอะไร,0
เข้านอน วันนี้ 25/11/2023 ตื่นเช้ามาด้วยอาการแสบคอยิ่งกว่าเดิม แต่ไม่มีไข้เราเลยตัดสินใจเดินทางไปที่โรงพยาบาลเพื่อรับการตรวจCOVID พอSwabจมูกเรียบร้อยก็นั่งรอผลRTPCR ประมาณ15นาทีค่ะ ผลPositive หมอจ่ายยาให้รักษาตามอาการ ไม่มียาโควิดให้ หมอให้เรากักตัวอยู่ในห้องพักเป็นเวลา5วันค่ะ เราส่งเรื่องไปบอกที่เรียนเรียบร้อยละ,0
อยากชวนเพื่อนๆมาอัพเดตสถานการณ์โควิดในตอนนี้กันค่ะ ว่าเป็นอย่างไรบ้างในแต่ละจังหวัด แล้วเพื่อนๆยังคงใส่แมสกันอยู่ไหมคะ?,1
คนเป็นโควิดสามารถอยู่ห้องเดียวกันได้มั้ยคะ,0
ติดโควิดแล้ว เดินทางโดยขนส่งสาธารณะได้มั้ย หากฝืนเดินทางจะโดนหาว่าไม่มีความรับผิดชอบต่องสังคมมั้ยครับ,0
ในกรอบระยะสั้นมีเด้งให้ไม่ผิดอะไร แต่ในภาพระดับ m ตอนก่อนจะเกิดโควิด กราฟก็เตือนก่อนแล้ว และตอนนี้ก็เตือนในแบบเดียวกัน เป๊ะๆ ความเสี่ยงระดับเดียวกับโควิด ยังไงก็มีปัญหาทั่วโลก ไม่ใช่แค่เรามั้ง,0
ประเทศไหนนิยมไปที่สุดครับ ช่วงหลังโควิดนะครับ,1
การฉีดวัคซีนป้องกันโควิด XBB 1.5 มีความจำเป็นไหม สำหรับบุคคลอายุ 40,0
คือแม่เรากำลังจะไปตรวจDNAเพื่ิอทำบัตรประชาชน ตอนแรกที่เรารู้คือมีค่าตรวจ17000บาทเพราะสองคน แต่คนแถวบ้านเราเขามาบอกว่ามีค่าตรวจโควิดด้วย2000บาทต่อคน เราเลยงงว่ามันต้องเสียด้วยหรือครับ?,-1
เราผู้ที่ป่วยโควิด 19 ครั้งแรก ผ่านมาได้ทุกซีซั่น แต่มาพลาดท่าเสียที เอาปีนี้ อาการเริ่มต้น ไข้สูง หนักหน่วง แต่ก็ผ่านมาได้ ไม่มีอะไรน่าเป็นห่วง ไม่ได้กินยาต้าน เพราะไม่ไอ ไม่มีอาการอะไรที่น่าเป็นห่วง แต่ เรากลับมาพบว่า หลังจากที่หายโควิด เรามีอาการ,-1
"ผมติดโควิดก่อนถึงวันที่จะสอบรด.ประมาณ1อาทิตย์ ก่อนหน้านั้นผมวิดพื้น ซิทอัพ ผ่าน แต่วิ่งได้ 3.20(ก็คือขาดไปนิดหน่อย) ผมจะทำยังไงดีตอนไปสอบผมไม่รู้ว่าจะวิ่งไหวไหม ใครมีวิธีวิ่ง,วิธีrecoverปอดจากโควิด หรือ Tip อะไร ก็ช่วยแนะนำหน่อยนะครับ ปล.ก่อนหน้านี้ผมฝึกวิ่งมาประมาน 2ถึง3อาทิตย์แล้ว วิ่งpace4ได้ดีเลย",-1
ขอคำแนะนำ อยากทราบว่าตอนนี้เข้าฮ่องกงยังต้องมีการแสดงหลักฐานการฉีดวัคซีนโควิดอีกไหม ไม่ทราบว่ายังมีข้อกำหนดอะไรอีกไหม,0
ขอความเห็นหุ้น CPALL หน่อยครับ เห็นราคาลงมาใกล้ๆ ราคาช่วงโควิดเลย น่าลงทุนไหมครับราคาแถวๆ นี้ครับ,1
สวัสดีค่ะ ตามหัวข้อเลยนะคะ อยากสอบถามว่ามีโอกาสที่จะเป็นไปได้ไหมคะที่ติดโควิดแล้วทำให้ประจำเดือนขาดหายไป ปกติแล้วประจำเดือนมาตรงทุกเดือนค่ะ อาจจะช้าบ้างแต่ไม่นานขนาดนี้ค่ะ เราสูง 167 หนัก 67 ประจำเดือนมาล่าสุด 30 มี.ค. – 5 เม.ย 66 ตอนนี้ประจำเดือนขาดมา 17,-1
"มีประสบการณ์ โควิดมาเล่าให้เพื่อนๆฟัง แรกๆ เครียด ตอนนี้ ชิว ปี 65 เดือนกุมภาพันธ์ เจ้าของกระทู้ติดโควิดครั้งแรก ตอนนั้นสายพันธุ์ ""โอไมครอน"" เอาตัวเองไปอยู่ Hospital ด้วยจะเอาประกัน บ้านอยู่โซนเพชรเกษมแต่รพ.หา Hospital ให้ไปโผล่ตั้งแถมรามคำแหง โฮ้ โห้ //",1
สวัสดีครับผมเป็นตรวจโควิดเจอตั้งแต่วันที่ 11 พฤษภาคมตรวจแล้วสองขีดเข้มจนวันนี้ 16 พฤษภาคมยังตรวจเจออยู่แต่เป็นสองขีดลางๆแสดงว่ายังมีเชื้ออยู่แต่น้อยลงแล้วไหมครับหรือยังไงครับ ติดรอบสองครับมีอาการ ไอ ปวดหัว ไม่ได้กลิ่น และฉีดวัคซีนสามเข้มไฟเซอร์ครับ,0
ใครเคยมีประสบการณ์แบบนี้บ้างครับอยากรู้ว่าจะมีผลกระทบอะไรไหมเป็นโควิดรอบ 3 แล้ว มีนัดกับหมอฟันอีก 2 สัปดาห์น่าจะหายโควิดพอดี ถ้าฉีดยาชาจะมีผลเอฟเฟคอะไรไหม,0
เรารู้สึกมีอาการป่วยตั้งแต่เมื่อวานแล้วค่ะ พอ1ทุ่มปุ๊ป ตัวก็เริ่มร้อน เริ่มมีอาการมึนๆ เสียงหาย รับรสไม่ค่อยได้ และหูอื้อค่ะ แล้ววันจันทร์นี้ มีกิจกรรม pride month ด้วยค่ะ คือเขาจะให้แต่งตัวตามอิสระ เราก็นัดกับเพื่อนแล้วว่าจะใส่ชุดนี่นั่น แต่งหน้าแบบนี้ ติดเล็บปลอม ใส่ส้นสูง เราเลยอยากหายจากโควิดเร็วๆค่ะ เลยจะมาถามว่ามีวิธียังไงให้หายจากโควิดเร็วๆบ้างคะ,-1
คือปกติแล้วเราเป็นคนที่ไม่ป่วยเลยก็ว่าได้ถ้าไม่ได้ติดน้องอะค่ะ แต่อันนี้ตั้งแต่เราติดโควิดเมื่อเดือนกันยา เราป่วยบ่อยมากค่ะ ป่วยแบบอยู่ดีๆก็ป่วย ป่วยแบบไม่ทราบสาเหตุ ปกติจะป่วยตอนที่ติดคนในบ้านเท่านั้น ปกติปีนึงเราป่วยหนัก1,-1
ตามหลักโหราศาสตร์ ช่วง7ปีที่ผ่านมาดาวมฤตยูo(ดาวแห่งความตาย) โครจรอยู่ในราศีเมษ เป็นราศีเจ้าเรือนตนุลักษณ์ของโลก ทำให้โลกเกิดโควิด19โดยที่มนุษย์ยังหาสรุปสาเหตุไม่เจอว่ามาจากไหน,1
เราเป็นคนนึงที่ยังไม่เคยติดโควิดทุกคน เราผ่านมาทุกซีซั่น และขอบคุณที่ไม่เคยติด ไม่คิดอยากติด 55555 มีอยู่ครั้งนึงแปลกมาก นั่งรถพาน้องสาวไปทำธุระ ก็เปิดแมสคุยกัน เปิดๆ ปิดๆ แมสบ้าง ที่ว่าแปลกคือ วันต่อมาน้องสาวเรามีอาการและเป็นรุนแรงมาก แต่เราไม่มีอาการและตรวจไม่เจอ และหลายๆ เหตุการณ์ก็มักจะเป็นประมาณนี้ คนใกล้ตัวที่ทำงานก็โดนหมดแล้ว ยกเว้นเรา 5555 เล่าให้ฟังหน่อย,1
เรื่องมีอยู่ว่าตั้งแต่มีโควิด ผมได้สัมผัสกับผู้ป่วยโควิดบ่อยมากแต่ก็ไม่เป็นโควิด 1.ผมส่งอาหารพร้อมยาให้กับผู้ป่วยโควิดในช่วงระบาดรุนแรง home isolation วันละประมาณ 10,0
คือที่บ้านมีญาติมาเยี่ยมแล้วติดโควิด ทำให้แม่ติดด้วย ต่อมาเรากับพ่อพึ่งติดกัน แล้วเมื่อวานตรวจ atk ของแม่ขึ้นขีดเดียว แต่วันนี้ขึ้นขีด 2 จางๆ ทำไมถึงเป็นเช่นนั้นได้คะ พ่อก็คิดว่าแม่ติดใหม่อีกแล้ว จากเราซึ่งพึ่งไข้สูงมา 3 วันและตรวจเจอเมื่อวาน เรางงว่า,-1
ส่วนตัวยังทำงานหนักเหมือนเดิม แต่วิถีชีวิต เปลี่ยนไปจากเดิม วันหยุดชอบออกไปเที่ยวนอกบ้าน ไปดูหนัง แต่หลังเจอโควิดไป 3 ปี ทุกวันนี้มีแต่อยากนอนเล่นอยู่บ้าน อยากกินอะไร อยากได้อะไรก็สั่งผ่านแอพ อยากดูหนัง ก็รอจนเข้าสตรีมมิ่ง นอกจากเรื่องที่อยากดูจริงๆ แล้วที่สำคัญคือไม่อยากเจอคน รู้สึกเบื่อๆ อย่างวันลอยกระทง ก็ไม่อยากไป หรืออย่างปีใหม่ พอมีคนถามว่าไปเที่ยวไหน ก็เริ่มไม่อยากไปขึ้นมา,1
คือเราติดโควิดครั้งแรก เราเป็นมาวันที่ 6 เชื้อยังไม่หายเลยค่ะตรวจยังขึ้นสองขีดอยู่หงุดหงิดมากๆ อาการดีขึ้นหมดแค่ไอนิดหน่อยวันนี้มีอาการแปลกๆแสบจมูก แ ปวดหัวเหมือนหน้าหนาวแตาไม่มีไข้ เราหงุดหงิดมากๆทุกคนอยากทำหลายๆอย่างแต่ทำไม่ได้ กินยาเยอะมากเบื่อ เราเป็นแพนิคด้วยต้องกินยาอีก เพื่อนเราติดครั้งแรกก็เป็นแค่ 3 วันเอง หายเร็วมากแต่ของเรานานมาก,-1
อ้าง ยังต้องรักษาระยะห่าง ยังไม่มูฟออนจากโควิดไปไหน ยอดขายกำไรขาดอ้างโควิด อ้างบริษัทกำลังกลับมาดีขึ้น อยากรู้ว่ายังมีหลายๆบริษัทที่เป็นแบบนี้ไหม หรือเจ้านายใครที่ยังเอาโควิดมาอ้างไหม จะได้มีเพื่อนและคิดว่ามันคงเป็นเรื่องปกติ เพราะโควิดทำเรื่องไว้เยอะ,0
อยากสอบถาม พอดีว่าเราเป็นโควิด วันแรก มีอาการปวดเนื้อปวดตัว วันที่2 ปวดหัวร้อนๆหนาวๆ วันที่3 มีอาการเพลียนิดหน่อยมีไอร่วมด้วย วันที่4,-1
เคยติด1ครั้ง ตอนนั้นได้รับวัคซีน2เข็ม หลังจากนั้น 3เดือน แฟนติดโควิด และเราได้รับวัคซีน3เข็ม เราก็อยู่ดูแลใกล้ชิดโดยไม่ป้องกันและคิดว่าถ้าติดอีกก็ติดเลย แต่กักตัวอยู่กับแฟนจนแฟนหายเราก็ไม่ติดตรวจทุกวันและไม่มีอาการ และคิดว่าอาจจะยังมีภูมิคุ้มกันเพราะเพิ่ง,0
ใครที่ทำประกันโควิด,1
สวัสดีค่ะ ส่วนตัวอยู่ต่างประเทศและได้เป็นโควิดเมื่อปีที่แล้ว 2022 เป็นสองรอบ เดือนกุมภาพันธ์และเดือนมิถุนายน ตอนพฤษภาคม 2022 ผมเริ่มร่วงและกลับมางอกใหม่แต่งอกน้อยมาก และ ฉีดวัคซีนโควิดของ Pfizer Bivalent vaccine เข็มแรกและเข็มเดียว เมื่อเดือนกรกฎาคม 2023,1
สวัสดีค่ะ เราอายุ22ปี เมื่อสองปีทีเเล้วเราเป็นโควิด ยังไม่เคยฉีดวัคซีน เเละหลังจากเป็นป่วยบ่อยมาก เป็นไข้เกือบทุกเดือน ทรมานมาก เป็นมาเกือบจะสองปีเเล้ว มีใครเป็นเหมือนกันบ้างไหมคะ มีคำเเนะนำอะไรบ้างคะ ไม่ไหวเลย เบื่อมากๆ อ๋อ เเละเราชอบเจ็บคอบ่อยๆไม่รู้เป็นทอนสินอักเสบรึเปล่า เเละมันมาพร้อมไข้เสมอ ..,-1
สวัสดีครับอยากมาสอบถามครับว่าเราสามารถดื่มน้ำอะไรที่ทำให้ไม่เจ็บคอได้บ้างไหมครับสำหรับผู้ป่วยโควิด,0
ตามหัวข้อเลยค่ะ สาวๆคนไหนที่หลังจากหายโควิดแล้วประจำเดือนไม่มาบ้างคะ ใครเคยมีอาการแบบนี่บอกหน่อยนะคะ,-1
น้องเพิ่งอายุ6เดือนพ่อแม่ติดโควิดน้องเลยติดด้วยไม่เคยเป็นไข้หรือกินยามาก่อนแล้วเป็นการกินยาครั้งแรกในชีวิตก็เป็นยาแบบขมเลยและอ้วกออกมาทุกครั้งที่ป้อนยาตลอดควรทำยังไงดีคะ ค้นในเน็ตเห็นว่าเด็กวัยนี้อันตรายมาก,-1
จะสิ้นปีแล้ว แต่สำหรับเรา ผลกระทบจากโควิดเปลี่ยนชีวิตเราไปมากๆ โดยเฉพาะด้านอาชีพ การงาน การเงิน และโดยเฉพาะเรื่องความรัก มันทำให้เราพลาดที่จะเจอโอกาสหลายอย่าง ในทางกลับกัน มันทำให้เราเจองานใหม่ ที่เปลี่ยนวิถีชีวิตเราไปด้วย อยากให้เพื่อนๆแชร์ให้ฟังว่า ช่วงโควิด และหลังจากนั้น มีใครชีวิตเปลี่ยนไปเพราะโควิดกันบ้าง..,0
เคยเห็นข่าวลุงป่วยติดเตียงฉีดวัคซีนโควิดแล้วลุกเดินได้ ตอนนั้นก็ยังไม่ค่อยเชื่อเท่าไหร่ จนล่าสุดมีอาเพื่อนบ้าน เป็นโรคเก๊าต้องไปโรงพยาบาลตามนัดหมอทุกๆเดือน เวลาทำงานหนักๆหน่อยก็จะรู้สึกปวดเมื่อยทำได้ไม่นาน งดเบียร์แอลกอฮอล์ งดเนื้อไก่ ล่าสุดแกบอกว่าหาย,1
ผมตรวจ ATK พบว่าติดโควิดเมื่อวันที่ 8 กรกฏาคม 2566 อยากทราบว่าเมื่อไหร่ผมจะไปฉีดวัคซีน Moderna ได้น่ะครับ,1
ตลอดทั้งเดือนผมไม่ได้ออกจากบ้านเลย สงกรานต์ไม่เล่น งานบุญไม่ได้ไป แต่ปรากฏว่าติดโควิด ในบ้านไม่มีใครมีอาการเลยแล้วติดจากไหนล่ะเนี่ย หนือทางบ้านมีพาหะรึเปล่า,-1
ยื่นเอกสารโควิดไปเมื่อ เมษา 65 เรื่องเงียบมากเลย มีใครได้เงินบ้างหรือยังคะ?,-1
สอบถามค่ะเพิ่งติดโควิดไปวันที่6กค.ที่ผ่านหายวันที่ 9กค. แล้วมามีอาการอีกรอบวันที่18 กค ตรวจขึ้น2ขีด อีกครั้ง อยากทราบว่าทำไมถึงติดเร็วค่ะ ไม่มีภูมิเหรอค่ะ,-1
เราตรวจ atk แล้วพบว่าขึ้น 2 ขีด แล้วเราก็บอกแม่ว่านี่อะ เป็นโควิดนะ ขอหยุดไม่ไปโรงเรียน แล้วแม่ว้ากเลยไม่เชิงว้ากหรอแต่แค่พูดประชดเรา+ว่าเรา ว่า เออๆ ไม่ต้องไปโรงเรียนหยุด 1 เดือนไปเลย แล้วชุดอะเก็บไปเลยนะ(พน.มีแต่งชุดไทยละซื้อมาเรียบร้อย) งานหน้ามีงาน,-1
ถ้านับตั้งแต่โควิด19เริ่มระบาด ค่าใช้จ่ายในการซื้อหน้ากากอนามัย ก็เอาไปใช้ซื้อหมวกกันน็อคได้แล้ว แถมตอนใส่หน้ากากยังหายใจลำบาก น่ารำคาญกว่าตอนใส่หมวกอีก คนไทยกลัวโควิด19 มากกว่ากลัว อุบัติเหตุหรือยังไง ทำไมเราปลูกฝังความกลัวโควิด19ได้สำเร็จ แต่ไม่สามารถ,0
แฟนเราโกรธที่ทำให้เค้าติดโควิดเนื่องจากเค้าทำธุรกิจส่วนตัวขาดรายได้ประกอบกับเค้าอยู่ตัวคนเดียวไม่มีใครดูแล เพราะอยู่คนละจังหวัดกัน เราควรต้องทำยังไง หรือรู้สึกยังไง ถ้าคุณเป็นเราทำไงกันคะ,-1
อยากไปเที่ยวเมืองนอกแต่กลัวเสี่ยงไปติดโควิดค่ะ,-1
เราเดินทางมาพักใหญ่ๆ ไปสนามบินไปทั่ว สวมแมสตามที่สาธารณะ (ตามสมควร) ตรวจโควิดเจอสองรอบ ไม่เคยมีอาการใดๆ มีเบื่ออาหารไร้รสชาดนิดหน่อย ล่าสุดหายใจติด (ไม่เต็มปอด หายใจแล้วหายไปเลย ไม่รู้สึกอิ่ม) ตรวจร่างกายประจำปีตามปกติ และเอกซเรย์ (อยากตรวจโดยเฉพาะ) ผลตรวจพบช่องว่างใสๆเนื้อปอดหาย ไม่เคยสูบบุหรี่หรือทำตัวเสี่ยง บอกหมอว่ามีแค่เคยติดโควิดเท่านั้นเอง,-1
ปรำจำเดือนเราเพิ่งหยุดไปเมื่อวันที่2 หลังจากนั้นเราเป็นโควิดเมื่อวันที่8 เเล้วมีเลือดไหลออกจากช่องคลอดเมื่อวาน เป็นผลข้างเคียงของโควิดไหมคะ เครียดมากค่ะตอนนี้,-1
มีใครกำลังรอเงินประกันจากโควิดใหมค่ะ,0
อยากทราบว่า เงินชำระ ดอกเบี้ย รายเดือน เงินฉุกเฉินโควิด 10.000บาท ถ้าเฉลี่ยรายปี อยู่ที่ประมานเท่าไหร่ครับ..ขอบคุณครับ,1
ผมพึ่งหายจากโควิดเมื่อวันที่5 พฤษภาคม 2566 ซึ่งไม่มีอาการอะไรเลย อยากรู้ว่าผมสามารถออกกำลังกายเลยได้ไหมครับ อย่างเช่น วิ่ง เตะฟุตบอล อะไรประมาณนี้ครับ,0
ผลประกอบการก็มีแนวโน้มดีขึ้น แต่ราคาหุ้นลงกว่าตอนโควิดอีก บริษัทเขามีปัญหาอะไร,0
อ้าว! อัยการเทกซัสฟ้องเอาผิดไฟเซอร์ หลังข้อมูลชี้มีประสิทธิภาพป้องกันโควิดแค่ 0.85% เผยแพร่: 1 ธ.ค. 2566 07:57 ปรับปรุง: 1 ธ.ค. 2566 09:29 โดย: ผู้จัดการออนไลน์ ที่มา https://mgronline.com/around/detail/9660000107912,0
ตามหัวข้อเลยค่ะติดโควิดรอบ2ยังเบิกชดเชยขาดรายได้จากประกันสังคมาตรา40ได้มั๊ยคะ,0
เมื่อ2,0
เป็นโควิดมา8วัน มีอาการเจ็บคอเล็กน้อย และท้องเสียตั้งแต่วันแรกจนวันนี้วันที่8 กินยาแล้วก็ยังท้องเสียอยู่ มีใครเเนะนำยาบรรเทาอาการท้องเสียของโควิดได้บ้างค่ะ ตอนนี้หมดแรงง 🙏🏻,-1
พอดีจะไปเที่ยวช่วงวันหยุดเเรงงาน อยากทราบว่าตอนนี้สถานการณ์โควิดในสิงคโปร์เป็นไงบ้างครับ,0
ยุคประยุทธ์ 9ปี ที่ผ่านมา ประเทศไทยพังพินาศ ไร้อนาคตจริงไหมครับ ถ้าไม่นับโควิด,-1
เรากำลังจะกลับบ้านไปสงกรานต์ หลังจากที่ไม่เคยได้กลับช่วงโควิด ญาติที่บ้านย่าเราถามว่า ฉีดวัคซีนแล้วรึยัง เราเลยบอกว่าไม่เคยฉีดสักเข็ม ญาติเลยบอกอย่ากลับมา แงง ใครเป็นแบบเราบ้างที่ไม่เคยฉีดวัคซีน ปล.ช่วงโควิดไม่ทำงานยาว มีขายออนไลน์บ้าง และกินกับนอน ☺️,-1
ฝนตกหนัก แต่ก็เป็นความรู้สึกหนาวเล็กน้อย (ไม่แน่ใจว่าไข้ขึ้นหรือว่าอากาศเปลี่ยน) เล่าให้เพื่อนสนิทฟังว่าเพิ่งหายจากโควิด เพื่อนผมเลยบอกผมว่า ถ้างั้นออกมานัดกินข้าวกัน ไม่ได้เจอกันหลายปีแล้ว น่าจะเป็นร้านห้องแอร์แนวบุฟเฟต์ ปิ้งย่าง หรือไม่ก็ MK เพื่อนผมบอกว่า,-1
